NAME	Ex1	Ex2	Ex3	Ex4	Ex5	Ex6	Ex7	Ex8	In1	In2	In3	In4	In5	In6	In7	In8
CTNNA3	42.8737248792235	48.317172199860735	43.354767727096544	52.78321310181302	29.07895050107658	41.633662149184666	39.92414740169508	814.0355631616122	33.79868301015136	55.938921742970194	24.781673991033863	76.08670579137586	18.498964256703765	38.421810206142254	74.38394174712042	57.714977451634745
CTNND1	2.8466314351597566	100.87511215801536	44.57600635115433	52.62198814131002	16.808018009477472	4.9395640872053335	10.797842636373355	27.024170323013415	2.256811088897974	6.861924286716999	5.0403991367913115	3.65966622420952	2.700356255029273	1.5677738227888622	1.0	5.718891412005239
CUX2	563.5365913173089	816.5913618976897	510.8316903560027	18.796643193737474	7.1429821959990125	8.04187150347131	5.056856285245632	6.622552877186399	9.063887436299087	6.162052023983425	7.540961962051573	8.56128749894135	11.43194103964332	282.5587843684801	313.6498697497543	81.8627875627392
CYP1B1-AS1	12.143132792397784	2.5411216360368685	1.0	1.1820918894398147	1.0402765554307656	1.0372380661794038	1.1294675553281075	1.0	1.0	1.0	1.0	1.0	1.1013673710416607	1.0641068582008608	1.0	1.7902949250805769
CYP26B1	1.009202137216512	1.000788999622432	1.018558066839538	36.30518043604317	1.1124882029554808	1.0122922857687429	1.0043764963945536	1.0014527523045975	1.0138620584346554	1.0030620521916895	1.0103878652152312	1.0068634352750288	1.000848994023352	1.0012957177626813	1.0112964811696419	1.0105546157913756
DCC	76.6740656710557	1802.2690439412304	601.0475221633317	2150.3126623672615	435.0865229204645	73.00613636054612	388.5236251364405	36.82100549378471	357.4562653939962	493.5842235520544	273.74881870323327	175.7260575452285	266.10171753692146	48.02748671788548	68.2756614992868	83.86262496264217
DENND3	70.83658187855671	67.69106813982036	36.30173077669542	33.674524854350764	29.725448645503274	51.60061525339651	133.9812693346416	74.60913724094551	6.33774505896066	3.5521164790542716	2.8488623407314755	4.799733140076383	3.2112813985012574	6.064644605843842	5.7520879776544795	6.027424969715253
DGKA	38.74705426543427	1.8218207701572675	1.0211546671228182	2.432509390453621	1.1165678178510148	1.000848994023352	4.90116380626836	2.26656869944782	1.0494083301295671	2.7301548401219233	1.3830629125575908	1.7340916156843806	2.377921235149631	1.3757461423398059	2.356226682279366	1.5881170681175427
DGKD	2.2363745155717254	1.6639622131864122	2.2274336626610958	1.4475633449614511	1.7812557275595386	2.904962264557841	1.4761307331823192	11.473865384558172	52.48368520822294	59.210603572813355	64.12391524729482	320.1736377300724	194.39905786982064	112.48146737162604	37.10148365067212	18.685073484439805
DGKG	175.11030649743503	5.09144124925974	9.89130104246559	5.3056868920678975	6.2430477735985175	456.82003202066187	367.00458125184963	52.67046061745679	16.190658807769665	45.27576891342639	143.8892426017422	7.358715348983459	203.2237913816633	10.314682855328105	322.78730840172864	49.147892683825546
DIRAS2	62.21099750506089	13.329297987095554	25.9141305410528	25.81534533182621	114.21835517110691	163.0568620747427	46.70671275493409	2.0807674952723256	7.022168163374992	16.582650999761775	7.575179662077931	27.22416074160632	3.109263792597936	1.2542668085107054	2.0322164008701304	3.793686394349148
DLC1	14.803895514755677	33.09849638986563	74.19631887211537	18.487516080467163	67.48630896290769	840.5632660799779	35.495755842395226	20.626082738510384	66.91712747845393	113.73471571168167	50.45558084390456	19.61247370876102	21.25809136771499	126.56282541522012	85.18913514748922	106.01349194271236
DLX1	1.0084057487422844	1.0012957177626813	1.0235300547771562	1.015460144876307	1.0109627902504639	1.0103878652152312	1.0044021120861457	1.0100544741061468	37.17160607902222	50.606571774180544	60.08455744952239	16.164609984121796	14.910360555062166	3.858345685572202	14.573465345967765	7.1495235025973205
DLX6-AS1	1.0	1.0	1.0	1.0	1.0	1.0	1.0120630018477723	1.0	459.7274541292169	515.9942542444674	337.74451797359677	561.2365528026432	327.61421231754025	53.347947484687566	3.526593689899904	32.197944373145184
DNER	17.986042621759207	20.10295329616759	24.80122137707576	30.160964840897837	49.60525895747507	27.228433351471576	35.04346448464186	18.01836176821546	1309.1774971635305	738.541098936159	830.652102584093	3472.917961493225	1542.963239552432	615.7113108963847	200.84067753779794	332.63022955438055
DOCK10	4.135037005095151	2.680406005886558	3.107961449117549	2.6492685319821705	3.0363133892442695	4.584801148669217	2.5477113182395077	2.8994100196219015	348.26764812631717	148.40829658920637	228.10943911734597	568.319504425295	306.8260868999183	5.166592373820644	182.14678669104836	9.963227660410672
DOCK11	4.406301763390143	2.538918817908556	5.792231831312877	3.753410356078626	3.6531064169088974	4.345118650179439	2.509310742645507	10.049494176175116	13.535905924843401	11.166762823886998	16.644175258570296	5.752995826508638	12.349979830358127	86.48392610258924	84.32394124948271	20.250836972115906
DPF3	4.703319730666129	7.194687338041474	5.2384413104121474	54.510001601366326	3.1695653794557646	3.527513118194283	2.7814063727615803	4.0841744546413965	6.424841619544377	67.10556692454784	116.17815679742918	6.872697768752097	2.916542795558583	3.391231437122706	5.155635364143964	4.363089618691289
DPP10	598.5962175914159	2162.0615354337783	630.8865143420835	1348.1704339817957	4454.181195749813	7104.927120772585	3976.0638708403512	2126.3826555385085	964.463906855126	20.405460751975568	28.62450245122908	633.7788646943436	1681.249862638068	9745.53699187726	120.7322598924028	1016.0943043431021
DPY19L1	2.2533677236231657	89.51727078239986	6.939814844377274	43.53801841984266	94.38711779470165	125.15367802016077	13.613271440565427	5.024792760648582	3.7110090357363856	1.8450699781623907	2.024288452312296	56.22466223507896	19.523595667476926	1.335862711902303	1.0093087110318018	4.863053010002535
DPYD	167.90479617453346	97.52386975043218	20.0133589905492	43.90098522720042	92.42126518949178	147.4521120348851	249.6328077742839	123.50867795376385	19.187258027034815	9.352354843563072	9.628795369533403	11.019973551802623	5.942955895208238	7.643902452635881	16.851973708378715	19.03971042221935
DPYSL3	1.5696028219608926	3.303730997284951	2.443656933034859	3.052092164284727	1.8867058341869674	3.9698847975346547	4.189397616696294	22.428678556205995	3.493856414910093	67.70398442436715	31.734374444023487	1.8249737787047406	1.5517191292460852	1.467967014379799	1.9996238357002285	2.059658012761939
DSP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.138589438826024	1.0
