NAME	Fetal-Microglia	Fetal-IPC	Fetal-Pericytes	Fetal-OPC	Fetal-Endothelial	Fetal-Astrocytes	Fetal-Oligo	Fetal-Trans	Fetal-NEP	Astrocytes	Endothelial	Fetal-quiescent	Fetal-replicating	Microglia	Neurons	OPC	Oligodendrocytes
ANKRD36B	57.50837958125379	90.9775102011876	90.60355345559675	247.1761450903756	182.4061682948598	202.52616485065624	33.18213466857766	55.936850338846526	144.05660519293951	3.8071471239955414	6.782621782465219	39.04553500883177	33.21664975151804	1.004932962543581	17.304532293521582	4.0617151277014685	6.720356976148834
ANLN	1.694481629536304	3.8765959126846488	2.232770097047504	1.373577279661538	1.3353694230024242	1.631519743706591	2.241278943370747	4.587769601355604	3.288270579192762	1.3092603624165307	2.3408880225552293	2.0133957627812946	19.955813820105117	3.495804958125346	1.1608518520878246	2.4614520628414613	448.0005474622275
AP3S1	15.542664958515937	5.228234139119028	10.572528636351297	91.9221891428422	18.111103044051227	39.71695437443887	2.533545422933873	1.0179278142054131	1.0073187677095663	1.0028117463340707	1.004487928313494	47.77567986046899	1.0063707804942286	1.0111747131442008	8.049986994876246	37.35586548305263	1.0040271840339399
APBB1IP	1.001763288541593	1.0	1.001854429465276	1.0017805463044276	1.0016679155450485	1.001430562260102	1.0	1.0019475314788098	1.0021208111405253	1.001897233313418	1.002049151282351	1.0020721972363589	1.002059770865925	155.8701577846061	1.0016985285454252	1.0020683276662163	1.0019747988752465
APEX1	204.16375878987017	657.482207082287	50.76739980744303	83.68546143800239	78.04918313655813	317.9072494800022	925.2060497324292	128.48397960787165	43.96573315568717	12.475099550643307	3.66449949944176	50.68529576953725	1.0047167909884824	1.0045750426859144	19.53030299017806	31.48181332068825	9.248573338674479
APOD	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	179.2663314198458	1.0	1.0	1.0	1.0	2899.619204517712	2635.356299256006
APOLD1	4.908092476893515	1.4929688332996238	1.0025783009921787	1.002520583218198	1.0024513431255175	1.075258620574468	3.7026247943606103	1.002597078825322	1.0025695964874362	1.0023912557508408	1836.6539300691984	1.0024999741119538	1.0024983671990657	1.0025747451663467	1.0023001731712275	1.0024833809030143	1.0024352426891872
ARF6	11.439714228794601	2.556901167787214	19.560342519595146	4.135439278556588	1.9496316252376313	2.7503633344079192	3.7059394445272926	5.073754605971156	2.126948304431271	4.018308040289869	57.937741234850165	1297.9036039961948	121.35448737403742	125.54274251410314	7.799902640997654	16.123906825333414	62.41589967000492
ARHGAP29	1.0018716068828089	1.0	1.0018987677801043	1.0018614400751211	1.0014344181507207	1.0	1.0	1.001996178013401	1.0021009611806346	1.0019258659169736	87.66011722693028	1.0020216562639082	1.0020125562296953	1.0021156095683061	1.001763947269242	1.001947641738842	1.0019231763650915
ARHGDIB	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	243.02563564857383	1.0	1.0	1.0
ARMCX1	1.0027301616073343	1.0027485333047574	1.002710824553761	1.0027382081246752	1.0027308137987676	1.002715580858689	1.0962204711952768	1.0028354352083617	1.0040371359412636	1.0028033280307511	1.0028447073347437	1.0032925463848794	1.0028143948637152	1.004279171355983	1.0116884247852178	135.54965426319131	1.0027733923745952
ARPC2	510.7221585908623	207.62273867564508	62.055087593398795	634.3335135410923	270.39714628516714	348.40169202537686	493.7474841906627	223.36148535250342	175.17128036437063	12.439553229093722	74.56056868181678	95.11522511219526	23.655417929828975	443.74778650864994	32.5122042373223	62.74143101491879	30.04457745799655
ARPC3	44.806351480846644	74.00303620201636	17.803028733396637	540.1611862282018	247.85629656323243	112.6935225374655	50.53360936265099	23.603489995532414	1.0	1.0	24.880561629695954	25.456249652533998	1.0	170.94389692322068	19.683911821666662	5.83569529874239	42.311435650689376
ARPP21	2.59604597167785	1.269749718732574	1.0026511713566044	13.084148142671726	1.4588248169515676	18.355618537462686	1.1794243974296412	1.0027550826521092	1.0028267195479124	1.0027499912568012	1.0027720640335809	28.55508399816124	1.0027742073656887	1.0028347629999645	3.737004112587732	1.0028123304530472	1.002746176933437
ASPM	1.0	4.818898012670229	1.5570473230596025	1.0	1.0	1.7164265914398191	4.652554552552463	3.075382400672484	23.418202118924828	1.0	1.0	1.0	1.0016679155450485	1.0016665284903947	1.0	1.0	1.0
ATAD2	1.3516287810720742	3.778640263205558	1.6016771395003055	1.465425684462166	1.4238292324606419	2.0109478038703443	2.661385369083955	2.0721046441458846	1.9430529040532647	1.0986951229558013	9.157041171256532	1.309589255979334	56.229374375254885	1.573898247941206	1.1776497622286863	1.3615336636384678	1.1943909589141692
